ticker,signal_date,exit_date,closed,entry,exit,r0,R,move_pct,peak_pct,peak_R,held,r0_pct,er22,er55,fresh,dd_pct,hi_age,atr_pct,dev,selfvol,tier,mae_R,mae_low_R,mae_atr,mae_low_atr,breadth,regime
ASX,2025-09-02,2025-11-17,1,10.28,14.3,0.3461,11.616,39.11,57.49,17.078,54,3.366,0.24683529596037546,0.006289333827724627,2.248,4.88,46,2.25,1.60403528316169,-0.11698167120895697,mid,0.0,-0.376,0.0,0.562,0.9527,bull
CGON,2025-09-02,2025-12-17,1,27.46,37.37,3.5344,2.804,36.09,65.73,5.107,75,12.871,0.048641727992805334,0.029484003576630433,1.159,5.02,32,4.494,1.2986625215426224,-0.11838679369393779,mid,0.0,-0.154,0.0,0.442,0.9527,bull
CHRD,2025-09-02,2025-09-05,1,111.65,103.42,8.457,-0.973,-7.37,0.0,0.0,3,7.575,0.03903015099749484,0.09643826765223212,1.296,3.33,24,2.626,2.6378844175445666,-0.10855630732488841,mid,-0.973,-1.067,2.807,3.077,0.9527,bull
CHRN,2025-09-02,2025-11-17,1,3.95,4.16,0.2813,0.746,5.32,41.77,5.865,54,7.122,0.198312198084946,0.008970978563770781,3.455,19.29,26,6.815,2.2270951207735847,-0.4180482069314613,weak,-0.427,-1.706,0.446,1.783,0.9527,bull
FCX,2025-09-02,2025-09-24,1,44.94,37.67,2.0507,-3.545,-16.18,3.83,0.839,16,4.563,0.4257243259492687,0.09381235587212729,2.421,5.95,37,2.583,2.3529855140095974,-0.14427611366892834,strong,-3.545,-3.55,6.263,6.271,0.9527,bull
FTI,2025-09-02,2025-10-03,1,37.55,38.04,2.8505,0.172,1.3,8.89,1.172,23,7.591,0.15012754507757536,0.11241667773620743,0.536,1.28,27,2.385,2.1977659599316364,-0.07542150442575357,mid,0.0,0.0,0.0,0.0,0.9527,bull
GSAT,2025-09-02,2025-09-12,1,30.35,29.94,5.3586,-0.077,-1.35,25.01,1.416,8,17.656,0.41375159415481555,0.25263155035423535,0.0,0.0,1,4.383,2.631782113779853,0.08109191406089211,mid,-0.077,-0.185,0.308,0.744,0.9527,bull
HPQ,2025-09-02,2025-09-25,1,28.94,26.85,3.0595,-0.683,-7.22,1.42,0.134,17,10.572,0.43855961183825437,0.207715237098037,0.0,0.0,1,2.519,3.172995974920273,-0.011999952564481497,mid,-0.683,-0.722,2.867,3.032,0.9527,bull
KNSA,2025-09-02,2026-01-13,1,34.28,38.6,3.989,1.083,12.6,26.95,2.316,92,11.637,0.38803093956665974,0.23120362914627807,0.0,0.0,6,2.799,1.097404558067072,-0.07988037405794823,mid,0.0,-0.07,0.0,0.292,0.9527,bull
MGY,2025-09-02,2025-10-10,1,25.24,22.64,2.168,-1.199,-10.3,0.08,0.009,28,8.59,0.21779134374125128,0.08834682519539983,0.0,0.0,1,2.3,2.411784305932252,-0.1374945257296737,mid,-1.199,-1.208,4.479,4.513,0.9527,bull
MTDR,2025-09-02,2025-09-08,1,51.21,47.35,3.6903,-1.046,-7.54,0.0,0.0,4,7.206,0.08755752499080229,0.03623649294034033,1.55,4.17,25,2.759,2.5069144370402467,-0.1607050672133129,mid,-1.046,-1.168,2.732,3.051,0.9527,bull
OVV,2025-09-02,2025-10-10,1,42.75,36.92,3.9456,-1.478,-13.64,0.98,0.106,28,9.229,0.1193915979199314,0.05876129541414314,0.697,1.84,25,2.652,2.438903261471262,-0.1314702575535528,mid,-1.478,-1.485,5.142,5.169,0.9527,bull
RIOT,2025-09-02,2025-11-11,1,14.09,16.14,3.0518,0.672,14.55,63.24,2.92,50,21.659,0.06415098142098213,0.17430372442456818,1.016,6.06,27,6.217,2.102861541354206,0.0761891617342696,mid,-0.305,-0.469,1.062,1.633,0.9527,bull
VIAV,2025-09-02,2026-01-08,1,11.49,17.11,1.3604,4.131,48.91,70.32,5.94,89,11.84,0.41142833943276014,0.3211008318110757,0.0,0.0,1,2.853,2.219627687850573,0.006104503679071005,mid,0.0,-0.044,0.0,0.183,0.9527,bull
ABVX,2025-09-03,2026-01-28,1,83.65,113.98,13.3288,2.276,36.26,73.71,4.626,101,15.934,0.3988752856634021,0.7341758309702702,0.0,0.0,1,3.93,3.0149639416869127,0.34930672954456243,mid,-0.199,-0.266,0.806,1.077,0.9527,bull
AU,2025-09-03,2025-10-21,1,59.33,66.78,7.3617,1.012,12.56,32.4,2.611,34,12.408,0.4246686279122696,0.14866049764729183,0.0,0.0,19,3.002,2.0585016382114874,0.023810091871753203,strong,-0.187,-0.36,0.775,1.488,0.9527,bull
BVN,2025-09-03,2025-10-21,1,19.94,22.96,2.1359,1.414,15.15,34.2,3.193,34,10.712,0.48657703623033727,0.2134359501548235,0.0,0.0,1,2.556,2.776630212873041,-0.018198171547565423,mid,-0.159,-0.183,0.667,0.765,0.9527,bull
CLMT,2025-09-03,2026-04-24,1,16.76,30.59,2.5454,5.433,82.52,114.2,7.519,161,15.188,0.13691126547239776,0.08211589293074463,0.766,3.5,28,4.676,2.3780041682210595,-0.049667458368859996,mid,0.0,-0.079,0.0,0.255,0.9527,bull
OSCR,2025-09-03,2025-11-04,1,17.68,17.16,0.6327,-0.822,-2.94,27.09,7.571,44,3.579,0.3838952929549162,0.09459804509561862,3.911,19.59,45,6.074,1.725894855524127,-0.04826867383840194,weak,-0.822,-1.225,0.484,0.722,0.9527,bull
ROIV,2025-09-03,2026-02-05,1,12.59,21.14,1.1375,7.516,67.91,89.12,9.863,107,9.035,0.35555572627514953,0.15101075871653805,0.0,0.0,1,2.435,2.6797506844747536,-0.03682752903678732,strong,-0.018,-0.053,0.065,0.196,0.9527,bull
BKR,2025-09-04,2025-10-10,1,46.32,45.04,2.8534,-0.449,-2.76,9.13,1.482,26,6.16,0.29237738299002536,0.23203539034351475,0.96,2.11,27,2.205,2.4846808588694684,-0.0739191428874918,mid,-0.449,-0.484,1.253,1.351,0.9527,bull
DHT,2025-09-04,2025-10-02,1,12.27,11.74,1.0407,-0.509,-4.32,5.54,0.653,20,8.482,0.21271413368601405,0.037756242091293475,0.234,0.58,54,2.44,2.850736867944532,-0.03926745307078905,mid,-0.509,-0.692,1.77,2.405,0.9527,bull
GNK,2025-09-04,2025-09-30,1,17.41,17.8,1.5561,0.251,2.24,10.63,1.189,18,8.938,0.21189590550890783,0.2801856859570382,0.0,0.0,1,2.405,1.9544426893078073,-0.06339690318029811,mid,0.0,-0.109,0.0,0.406,0.9527,bull
FRO,2025-09-05,2025-12-01,1,22.15,22.85,2.7185,0.257,3.16,16.93,1.379,60,12.273,0.1943128433342644,0.10847766319289742,0.0,0.0,2,2.967,3.5063330395391312,-0.012732549185094588,mid,-0.077,-0.32,0.32,1.324,0.9527,bull
NBIX,2025-09-05,2025-10-01,1,144.1,137.0,15.4409,-0.46,-4.93,1.78,0.166,18,10.715,0.3889582757208549,0.20538600744563562,0.0,0.0,3,2.557,2.8075523201475807,0.06743878312678331,mid,-0.46,-0.485,1.927,2.033,0.9527,bull
NVGS,2025-09-05,2025-09-29,1,16.62,15.7,1.1719,-0.785,-5.54,1.38,0.196,16,7.051,0.13000011444091797,0.1685393684451385,0.501,1.08,31,2.162,1.8354581145670055,-0.10706951780260843,mid,-0.785,-0.904,2.56,2.95,0.9527,bull
PANW,2025-09-05,2025-11-13,1,194.46,204.77,7.8476,1.314,5.3,13.84,3.43,49,4.036,0.4877910604786173,0.04545179588404747,2.656,6.65,41,2.654,2.511762791060592,-0.07488501433250705,strong,0.0,0.0,0.0,0.0,0.9527,bull
TTMI,2025-09-05,2025-12-17,1,47.7,61.58,6.85,2.026,29.1,68.22,4.75,72,14.361,0.14779279852496416,0.17845857942554355,0.848,3.76,26,4.526,1.736246633082534,0.19539594391517845,mid,-0.136,-0.288,0.431,0.913,0.9527,bull
WPM,2025-09-05,2025-10-21,1,104.24,95.84,9.6342,-0.872,-8.06,8.88,0.961,32,9.242,0.23984661696158233,0.16767779706163402,0.0,0.0,1,2.498,2.802291180922787,0.010559374391448939,mid,-0.872,-0.983,3.226,3.637,0.9527,bull
XP,2025-09-05,2025-10-01,1,18.91,18.23,0.8161,-0.833,-3.6,6.35,1.47,18,4.315,0.2590361819556029,0.06064280765391515,2.737,8.0,47,3.12,2.872942443120993,0.09553316987369964,strong,-0.858,-0.864,1.186,1.195,0.9527,bull
GRDN,2025-09-08,2025-09-18,1,28.85,26.42,4.2082,-0.577,-8.42,5.03,0.345,8,14.586,0.6070606744783554,0.39238345074098097,0.0,0.0,2,3.575,3.5308130044030763,-0.0067219329354129,mid,-0.577,-0.72,2.356,2.937,0.9527,bull
INGM,2025-09-08,2025-11-13,1,20.42,20.45,0.6222,0.048,0.15,12.44,4.082,48,3.047,0.23547438783961924,0.05088383740350364,3.05,7.78,45,2.73,1.750182430974441,-0.12764825772347232,weak,0.0,-0.881,0.0,0.983,0.9527,bull
LOGI,2025-09-08,2025-09-29,1,108.75,107.92,7.165,-0.116,-0.76,3.98,0.604,15,6.588,0.5644123597476156,0.3692871197665432,0.0,0.0,1,1.734,3.972382192624386,-0.05814151195124351,mid,-0.134,-0.221,0.509,0.838,0.9527,bull
MKSI,2025-09-08,2025-10-10,1,109.02,121.26,15.6414,0.783,11.23,27.93,1.947,24,14.347,0.3835506760415601,0.15888730977321525,0.0,0.0,6,3.512,1.6526653076915312,-0.037112071701267624,strong,-0.047,-0.128,0.191,0.522,0.9527,bull
TSM,2025-09-08,2025-12-17,1,247.19,276.96,20.4549,1.455,12.04,25.47,3.077,71,8.275,0.20235373473583623,0.17320446635112016,0.224,0.53,30,2.365,1.7968381465948924,-0.0070452161134403335,mid,0.0,-0.013,0.0,0.044,0.9527,bull
TXT,2025-09-08,2025-09-09,1,82.74,80.53,0.67,-3.298,-2.67,0.0,0.0,1,0.81,0.2906782924124755,0.13208355478196715,3.375,6.1,32,1.905,1.7569350617752078,-0.06868286474814556,weak,-3.298,-3.761,1.402,1.599,0.9527,bull
AMZN,2025-09-09,2025-09-23,1,238.24,220.71,18.4482,-0.95,-7.36,0.0,0.0,10,7.744,0.2566671980156061,0.18340076951646006,0.0,0.0,1,2.043,2.052105911821239,-0.06716860950570558,strong,-0.95,-0.985,3.601,3.732,0.9527,bull
APLD,2025-09-10,2025-11-13,1,16.98,23.06,5.4961,1.106,35.81,122.38,3.781,46,32.368,0.21889762005689756,0.23755427188880815,0.0,0.0,9,7.193,1.363235329050976,0.152928285416561,mid,0.0,-0.062,0.0,0.278,0.9465,bull
CCJ,2025-09-10,2025-11-13,1,79.47,85.98,11.1336,0.585,8.19,34.53,2.465,46,14.01,0.0783892759744189,0.1261809170557391,0.422,1.61,33,3.851,1.2190226898116188,0.13241895040333018,mid,-0.122,-0.174,0.444,0.634,0.9465,bull
FLS,2025-09-10,2025-09-25,1,56.22,53.66,3.9657,-0.646,-4.55,2.63,0.373,11,7.054,0.29522428862282324,0.22407870585661108,0.459,0.98,30,2.131,2.0725922551941918,-0.16391190092658092,mid,-0.646,-0.656,2.137,2.17,0.9465,bull
HWM,2025-09-10,2026-02-02,1,183.8,207.21,5.0603,4.626,12.74,22.42,8.142,99,2.753,0.07462692139541535,0.06221917043817517,2.565,5.85,29,2.384,1.9737493676955036,-0.042564423528065,mid,0.0,-0.482,0.0,0.557,0.9465,bull
NE,2025-09-10,2025-10-10,1,30.36,26.7,3.4124,-1.073,-12.06,4.08,0.363,22,11.24,0.33965846874635247,0.07773736570715603,0.831,2.82,43,3.449,2.162238376548946,-0.026496143720449727,strong,-1.073,-1.074,3.495,3.5,0.9465,bull
PBA,2025-09-10,2025-10-10,1,38.72,38.97,2.1222,0.118,0.65,8.7,1.588,22,5.481,0.5689044412213493,0.12182429527499372,0.0,0.0,1,1.442,2.356375434475313,-0.11018759372522535,strong,-0.047,-0.188,0.179,0.716,0.9465,bull
WTTR,2025-09-10,2025-11-13,1,8.85,10.1,0.1826,6.847,14.12,34.35,16.651,46,2.063,0.1269841710355685,0.001044855960352674,3.519,11.96,33,3.789,1.6389184343186554,-0.08059795428024819,weak,0.0,-0.575,0.0,0.313,0.9465,bull
AXIA,2025-09-11,2025-12-22,1,8.63,8.85,0.7066,0.311,2.55,44.61,5.449,71,8.188,0.12857142857142856,0.19877687569156,0.0,0.0,1,2.178,2.8196314043318518,0.022460609595420955,mid,0.0,-0.099,0.0,0.372,0.9527,bull
FUL,2025-09-11,2025-09-23,1,63.76,59.62,4.5389,-0.912,-6.49,0.0,0.0,8,7.119,0.3269563757854959,0.12294489685457934,0.791,1.92,44,2.439,1.9891566133441523,-0.01383401007858387,strong,-0.912,-0.932,2.662,2.72,0.9527,bull
KEYS,2025-09-11,2025-10-10,1,172.37,159.49,12.6018,-1.022,-7.47,3.35,0.459,21,7.311,0.22713975942071368,0.07717167532332819,0.0,0.0,20,1.924,2.0832213004322404,-0.09853941435197033,mid,-1.022,-1.078,3.884,4.095,0.9527,bull
MT,2025-09-11,2025-10-10,1,35.05,37.18,2.8474,0.748,6.08,16.78,2.065,21,8.124,0.19538006723266643,0.1382942816079439,0.322,0.78,35,2.392,1.6590005964054542,0.003390759644557484,mid,-0.228,-0.316,0.775,1.073,0.9527,bull
OGN,2025-09-11,2025-10-10,1,10.66,9.6,1.5694,-0.675,-9.94,3.28,0.223,21,14.723,0.4471547657138013,0.06981318578168058,0.0,0.0,3,3.611,2.863942639615214,-0.13116640292410342,strong,-0.675,-0.701,2.754,2.857,0.9527,bull
SBS,2025-09-11,2025-10-07,1,4.718,4.664,0.4103,-0.132,-1.14,5.98,0.687,18,8.697,0.31178698262400817,0.1376596943531751,0.0,0.0,3,2.332,2.647980098269339,0.05097835743395107,strong,-0.132,-0.214,0.491,0.8,0.9527,bull
VALE,2025-09-11,2026-03-05,1,10.63,15.42,0.7368,6.501,45.06,64.91,9.365,120,6.932,0.1911114087519402,0.1908602605377186,0.0,0.0,1,1.824,2.581227124562925,-0.12910598024729847,mid,0.0,-0.068,0.0,0.258,0.9527,bull
AG,2025-09-12,2025-11-04,1,10.54,11.56,1.9005,0.537,9.68,45.45,2.52,37,18.032,0.3264888093050435,0.1954211158145006,0.0,0.0,1,4.482,3.057780417805457,0.1405873200515131,strong,-0.316,-0.453,1.27,1.82,0.9527,bull
LRCX,2025-09-12,2025-10-10,1,116.96,131.37,13.8923,1.037,12.32,27.52,2.317,20,11.878,0.25042886725227403,0.23628981714246358,0.0,0.0,1,2.863,4.344585377934776,0.08726620612408165,mid,0.0,0.0,0.0,0.0,0.9527,bull
CORZ,2025-09-15,2025-11-11,1,16.32,17.32,1.1406,0.877,6.13,40.32,5.769,41,6.989,0.35901157189665606,0.00178894996689436,2.557,11.17,50,4.817,2.586654089111718,-0.04481235921724558,strong,-0.123,-0.377,0.178,0.547,0.9465,bull
MTZ,2025-09-15,2025-11-13,1,193.25,190.08,24.9594,-0.127,-1.64,14.55,1.126,43,12.916,0.1850207187370311,0.15577819884072144,0.0,0.0,3,3.136,2.176097916710209,0.0499884053321169,mid,-0.127,-0.21,0.523,0.866,0.9465,bull
VST,2025-09-15,2025-10-21,1,213.52,186.52,30.1243,-0.896,-12.65,2.06,0.146,26,14.108,0.10448903663947522,0.1029111450663312,0.512,2.04,29,3.987,2.260799994021939,0.028209664729991646,mid,-0.896,-0.928,3.172,3.283,0.9465,bull
BWXT,2025-09-16,2025-11-13,1,176.65,177.88,12.7093,0.097,0.7,22.2,3.085,42,7.195,0.03935412367594214,0.24726566393770552,1.521,4.01,29,2.718,2.3770328684975084,0.0770065679708476,weak,-0.651,-0.688,1.723,1.821,0.9465,bull
CAT,2025-09-16,2025-12-17,1,440.67,561.89,29.8848,4.056,27.51,41.97,6.188,65,6.782,0.21782477332722044,0.22047138630086915,0.247,0.47,32,1.909,1.9214099793999477,-0.01963343046619148,mid,0.0,0.0,0.0,0.0,0.9465,bull
QCOM,2025-09-16,2025-10-10,1,164.14,153.59,12.6227,-0.836,-6.43,5.73,0.745,18,7.69,0.19726147482545908,0.060449086499041876,0.141,0.3,52,2.118,1.512591578189803,-0.10602240688439002,mid,-0.836,-0.855,3.035,3.104,0.9465,bull
UCTT,2025-09-16,2025-10-10,1,26.11,25.53,3.5773,-0.162,-2.22,12.52,0.914,18,13.701,0.2674296057684865,0.10681458984242401,0.276,1.0,42,3.604,2.222911865427346,-0.15800181910292033,strong,-0.162,-0.171,0.616,0.648,0.9465,bull
BAC,2025-09-17,2025-10-09,1,51.4,49.79,3.2014,-0.503,-3.13,1.98,0.319,16,6.228,0.4966595909267973,0.16411913639920822,0.0,0.0,4,1.639,1.7306045664642558,-0.08069725913751258,strong,-0.503,-0.54,1.911,2.053,0.9466,bull
CAMT,2025-09-17,2025-11-11,1,89.0,104.1,2.1712,6.955,16.97,44.08,18.068,39,2.44,0.12210413603587582,0.042520614051559276,3.407,11.23,36,3.664,1.8913835641010763,-0.06962451188726348,weak,0.0,0.0,0.0,0.0,0.9466,bull
CLSK,2025-09-17,2025-11-04,1,11.44,16.22,1.0382,4.604,41.78,102.8,11.327,34,9.075,0.30671492153823654,0.024046910257630765,2.842,13.71,43,5.474,2.7751862398258234,-0.1082256013312286,strong,0.0,0.0,0.0,0.0,0.9466,bull
CORT,2025-09-17,2025-10-10,1,75.18,73.96,10.5786,-0.115,-1.62,20.14,1.431,17,14.071,0.13692610150288348,0.025655783547827975,0.0,0.0,4,3.44,1.7440034997369829,-0.1027188068058329,mid,-0.115,-0.195,0.472,0.797,0.9466,bull
HCC,2025-09-17,2026-01-26,1,63.23,89.49,8.5629,3.067,41.53,62.01,4.579,89,13.543,0.10549871381997479,0.2020436359380809,0.563,2.16,24,3.875,1.8088574880646493,0.005350024019868949,weak,-0.165,-0.295,0.575,1.033,0.9466,bull
RCAT,2025-09-17,2025-11-03,1,11.27,10.26,2.8688,-0.352,-8.96,36.47,1.433,33,25.455,0.3500614343968655,0.16180051957468053,1.335,9.91,43,8.043,2.0738509108848433,0.07838693455430179,strong,-0.446,-0.61,1.412,1.931,0.9466,bull
COHR,2025-09-18,2026-07-13,1,108.05,307.39,9.2337,21.588,184.49,295.09,34.53,203,8.546,0.3592473743120002,0.15562991401969833,2.114,8.77,26,4.475,2.5610952585107722,0.03353494424969927,strong,-0.166,-0.64,0.316,1.222,0.9466,bull
IONQ,2025-09-18,2025-10-22,1,66.81,55.45,15.816,-0.718,-17.0,22.87,0.966,24,23.673,0.6138568860981393,0.303833495710754,0.0,0.0,1,5.261,6.108133011068323,0.12998453978432933,mid,-0.718,-0.919,3.232,4.137,0.9466,bull
PLTR,2025-09-18,2025-11-06,1,176.97,175.05,15.585,-0.123,-1.08,17.07,1.938,35,8.807,0.03938910860768426,0.2582139308403238,1.838,6.92,26,3.979,2.321094163585769,0.04621635355024711,weak,-0.25,-0.484,0.554,1.072,0.9466,bull
S,2025-09-19,2025-09-30,1,19.1,17.61,1.7366,-0.858,-7.8,0.52,0.058,7,9.092,0.2349728416246789,0.04275017016090913,1.418,4.65,43,3.397,1.9211499274812258,-0.08586742996729746,mid,-0.858,-0.962,2.296,2.574,0.9466,bull
SEDG,2025-09-19,2025-12-03,1,35.45,31.61,11.316,-0.339,-10.83,28.01,0.878,52,31.921,0.126277410218697,0.17768780340004534,0.0,0.0,1,7.094,1.2504637895891342,0.08715869112923791,mid,-0.339,-0.459,1.527,2.064,0.9466,bull
VRT,2025-09-19,2025-11-13,1,143.6,163.64,20.3541,0.985,13.96,38.77,2.735,39,14.174,0.2515994942410819,0.13052906338025766,0.613,2.5,35,4.134,2.2549213048586845,0.013827344593714708,strong,-0.245,-0.479,0.839,1.642,0.9466,bull
AAOI,2025-09-22,2025-11-11,1,30.54,23.75,9.8691,-0.688,-22.23,21.87,0.677,36,32.315,0.406707669109851,0.032999849139643996,0.0,0.0,5,7.181,2.1476123179989077,-0.018052338484486063,strong,-0.688,-0.711,3.096,3.201,0.9343,bull
DELL,2025-09-22,2025-11-10,1,135.69,142.69,9.6232,0.727,5.16,21.51,3.033,35,7.092,0.15508734340368002,0.0886612037038712,1.819,5.36,28,3.075,2.0102083866214917,-0.006091845747737024,mid,-0.512,-0.891,1.181,2.054,0.9343,bull
ENPH,2025-09-22,2025-09-30,1,40.5,35.39,4.6707,-1.094,-12.62,0.0,0.0,6,11.533,0.281541867614042,0.03903449829651452,1.663,7.73,51,4.929,1.2821613968373675,-0.1868546934227613,strong,-1.094,-1.165,2.56,2.725,0.9343,bull
IMOS,2025-09-22,2026-01-29,1,19.67,38.8,1.7028,11.235,97.25,127.05,14.676,89,8.657,0.6005324828237082,0.039473667699535545,0.0,0.0,1,2.32,5.40445778427304,-0.1878762558915954,strong,-0.476,-0.576,1.775,2.147,0.9343,bull
LBRT,2025-09-22,2026-04-17,1,11.66,26.3,0.4296,34.077,125.56,172.13,46.716,143,3.685,0.15233791202547506,0.024970275641334576,3.25,13.96,42,4.882,1.3211184717869995,-0.06233298309860247,weak,0.0,-0.326,0.0,0.246,0.9343,bull
NVDA,2025-09-22,2025-11-18,1,183.61,181.36,20.1192,-0.112,-1.23,12.76,1.165,41,10.958,0.1465809421972798,0.19226798297757117,0.268,0.76,28,2.82,1.635849343544688,0.058569887526620734,mid,-0.33,-0.521,1.283,2.024,0.9343,bull
PWR,2025-09-22,2025-12-31,1,396.02,422.06,13.0557,1.995,6.58,17.9,5.43,70,3.297,0.19932727892415344,0.03827415463164766,2.939,7.36,40,2.666,1.4426542399502638,0.01919984651759088,mid,-0.497,-0.659,0.615,0.814,0.9343,bull
DGX,2025-09-23,2025-10-03,1,186.97,179.33,10.8744,-0.703,-4.09,1.93,0.332,8,5.816,0.09240826724954032,0.13363491202037853,0.0,0.0,1,1.531,1.9499021907269058,-0.11967216898520305,mid,-0.703,-0.844,2.67,3.208,0.9466,bull
QBTS,2025-09-23,2025-10-22,1,27.52,27.29,7.9754,-0.029,-0.84,62.72,2.164,21,28.981,0.6851753380698996,0.24918947611646278,0.0,0.0,2,6.44,5.446253976509482,0.2676288118075114,mid,-0.352,-0.483,1.585,2.172,0.9466,bull
AR,2025-09-24,2025-09-29,1,33.92,33.55,0.3469,-1.067,-1.09,0.56,0.548,3,1.023,0.3155191100651067,0.09189929768265528,3.792,10.28,51,2.97,1.610259582686364,-0.13151017374574625,weak,-1.067,-1.874,0.367,0.645,0.883,bull
ETR,2025-09-24,2025-12-12,1,91.59,92.35,4.6084,0.165,0.83,6.62,1.315,56,5.032,0.15086750009422153,0.2634698031010468,0.544,0.84,36,1.545,2.1284240480004812,-0.09142226832442879,mid,-0.273,-0.299,0.89,0.975,0.883,bull
KOD,2025-09-24,2026-02-04,1,15.49,22.38,6.1207,1.126,44.48,100.65,2.547,91,39.514,0.3287755730920694,0.35324590099225567,0.0,0.0,2,8.781,4.10873230265138,0.5901946913668281,mid,-0.636,-0.743,2.86,3.345,0.883,bull
SRE,2025-09-24,2025-12-08,1,87.28,88.16,6.4288,0.137,1.01,8.52,1.157,52,7.366,0.21921937975763847,0.2823529118439282,0.0,0.0,1,1.938,2.8732677847790185,0.031129799090154453,mid,-0.123,-0.19,0.467,0.721,0.883,bull
AIR,2025-09-25,2025-10-10,1,82.66,78.32,7.1615,-0.606,-5.25,8.48,0.979,11,8.664,0.32784792225351667,0.12944096867902927,1.347,4.09,49,3.125,2.6358253472996376,0.1429629177795182,strong,-0.606,-0.683,1.68,1.893,0.8316,bull
EXE,2025-09-25,2025-10-10,1,104.38,101.755,2.9706,-0.884,-2.51,4.6,1.616,11,2.846,0.3842518445717746,0.011664294825065966,2.544,5.91,52,2.441,2.763262465287859,-0.06629385832920054,strong,-0.884,-0.902,1.03,1.052,0.8316,bull
FSLR,2025-09-25,2026-01-07,1,223.05,241.11,36.2219,0.499,8.1,27.59,1.699,71,16.239,0.36531012304534455,0.25721236319435253,0.014,0.06,27,4.026,1.9992041848543436,0.006188111550392561,mid,-0.084,-0.177,0.337,0.715,0.8316,bull
KGS,2025-09-25,2025-10-06,1,37.13,33.55,4.1946,-0.853,-9.64,0.59,0.052,7,11.297,0.2017355086954723,0.17149229653642256,0.319,0.95,25,2.958,2.4839859307268792,-0.06257610444168937,mid,-0.853,-0.892,3.26,3.405,0.8316,bull
MSGS,2025-09-25,2025-10-10,1,221.92,215.42,17.5145,-0.371,-2.93,4.83,0.611,11,7.892,0.4680466299601291,0.17277574270946155,0.0,0.0,6,2.089,3.256349797444223,0.07018993159383147,strong,-0.371,-0.391,1.402,1.478,0.8316,bull
POET,2025-09-25,2025-09-26,1,6.19,5.76,0.3665,-1.173,-6.95,0.0,0.0,1,5.921,0.26582284593330313,0.00866219036331781,3.561,18.68,52,6.306,2.125118036909636,0.033581869491899674,weak,-1.173,-1.337,1.102,1.255,0.8316,bull
BKH,2025-09-26,2025-12-18,1,60.91,68.93,1.9319,4.151,13.17,21.15,6.667,58,3.172,0.14357082578489475,0.1288856278693389,1.528,2.11,29,1.396,1.974697106952563,-0.09260490994660309,mid,-0.595,-0.818,1.352,1.858,0.848,bull
FLNC,2025-09-26,2026-02-05,1,11.91,18.95,3.8791,1.815,59.11,170.61,5.238,90,32.57,0.4601487772496478,0.15784499178357328,0.0,0.0,1,7.238,4.469175284014202,0.28015414311173825,strong,-0.286,-0.373,1.288,1.676,0.848,bull
HAL,2025-09-26,2025-10-10,1,25.11,21.97,3.3237,-0.945,-12.5,0.0,0.0,10,13.236,0.3625142756836541,0.1458230761093406,0.0,0.0,1,3.22,3.0931304525843637,0.03240348933214654,strong,-0.945,-0.945,3.883,3.883,0.848,bull
IBM,2025-09-26,2025-12-31,1,284.31,296.21,17.287,0.688,4.19,10.79,1.774,66,6.08,0.5857226852231074,0.01811633752142362,0.967,2.08,55,2.178,4.330690132041492,0.07951314171863144,strong,-0.482,-1.2,1.347,3.351,0.848,bull
NEE,2025-09-26,2025-12-08,1,75.85,80.55,2.7632,1.701,6.2,13.76,3.778,50,3.643,0.06277208483665071,0.03037909265932613,1.878,3.48,47,1.895,3.0017242174226615,-0.137396697755096,mid,-0.13,-0.264,0.25,0.508,0.848,bull
OGE,2025-09-26,2025-10-29,1,45.73,44.41,1.7391,-0.759,-2.89,2.86,0.753,23,3.803,0.09011600989823976,0.0647404190735577,0.963,1.29,38,1.34,2.3322449809780403,-0.09319419006414364,mid,-0.759,-0.903,2.154,2.561,0.848,bull
ORA,2025-09-26,2026-02-13,1,94.87,118.19,5.5828,4.177,24.58,36.72,6.241,96,5.885,0.18897195090367372,0.12803883075565747,0.502,0.9,24,1.784,1.6974345833640523,-0.02881772735400845,mid,0.0,-0.097,0.0,0.319,0.848,bull
RTX,2025-09-26,2025-10-10,1,163.35,157.7,10.0087,-0.565,-3.46,3.62,0.591,10,6.127,0.13007567435872125,0.24798845198873237,0.0,0.0,2,1.612,2.0388363686495357,-0.018490071211586634,weak,-0.565,-0.59,2.145,2.244,0.848,bull
WMB,2025-09-26,2025-10-23,1,64.01,58.93,4.7979,-1.059,-7.94,0.73,0.098,19,7.496,0.5220029527715735,0.19885098869179424,0.0,0.0,1,1.973,3.941428254467893,-0.04979888266386856,strong,-1.059,-1.082,4.023,4.111,0.848,bull
ALM,2025-09-29,2025-10-24,1,6.1,6.95,1.5766,0.539,13.93,63.28,2.448,19,25.846,0.4986807713188072,0.04162218688323183,0.0,0.0,4,5.744,3.577756446952996,-0.0041845113284214586,strong,-0.063,-0.174,0.285,0.785,0.8893,bull
ES,2025-09-29,2025-11-19,1,70.53,65.26,5.8328,-0.904,-7.47,6.17,0.746,37,8.27,0.34290835772975403,0.12936128267244312,0.0,0.0,1,2.203,3.330894015947065,0.12450239740990332,strong,-0.904,-0.976,3.392,3.662,0.8893,bull
